"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FRA","LABCOMP","TOT","AGRWTH","A","2011",1.852085,
"FRA","LABCOMP","TOT","AGRWTH","A","2012",2.570975,
"FRA","LABCOMP","TOT","AGRWTH","A","2013",2.688229,
"FRA","LABCOMP","TOT","AGRWTH","A","2014",1.563838,
"FRA","LABCOMP","TOT","AGRWTH","A","2015",1.049999,
"FRA","LABCOMP","TOT","AGRWTH","A","2016",0.804341,
"FRA","LABCOMP","TOT","AGRWTH","A","2017",2.756442,
"FRA","LABCOMP","TOT","AGRWTH","A","2018",1.246143,
"FRA","LABCOMP","TOT","AGRWTH","A","2019",0.062684,
"DEU","LABCOMP","TOT","AGRWTH","A","1992",9.492045,
"DEU","LABCOMP","TOT","AGRWTH","A","1993",6.216897,
"DEU","LABCOMP","TOT","AGRWTH","A","1994",3.392296,
"DEU","LABCOMP","TOT","AGRWTH","A","1995",3.956431,
"DEU","LABCOMP","TOT","AGRWTH","A","1996",2.085536,
"DEU","LABCOMP","TOT","AGRWTH","A","1997",1.439934,
"DEU","LABCOMP","TOT","AGRWTH","A","1998",1.201966,
"DEU","LABCOMP","TOT","AGRWTH","A","1999",2.178739,
"DEU","LABCOMP","TOT","AGRWTH","A","2000",3.418983,
"DEU","LABCOMP","TOT","AGRWTH","A","2001",2.363219,
"DEU","LABCOMP","TOT","AGRWTH","A","2002",1.789037,
"DEU","LABCOMP","TOT","AGRWTH","A","2003",2.129195,
"DEU","LABCOMP","TOT","AGRWTH","A","2004",0.361232,
"DEU","LABCOMP","TOT","AGRWTH","A","2005",1.071073,
"DEU","LABCOMP","TOT","AGRWTH","A","2006",-0.785439,
"DEU","LABCOMP","TOT","AGRWTH","A","2007",0.796572,
"DEU","LABCOMP","TOT","AGRWTH","A","2008",2.709435,
"DEU","LABCOMP","TOT","AGRWTH","A","2009",3.813464,
"DEU","LABCOMP","TOT","AGRWTH","A","2010",0.729342,
"DEU","LABCOMP","TOT","AGRWTH","A","2011",2.705914,
